type,pkg,cls,member,name,notes,verified,removal_reason
method,com.corrodinggames.rts.gameFramework.b,n,H,get_H,"""[Phase3-method] returns int""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,I,do_I,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,J,do_J,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,K,get_K,"""[Phase3-method] returns int""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,L,do_L,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,M,get_M,"""[Phase3-method] returns int""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,N,get_N,"""[Phase3-method] returns java.lang.String""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,O,do_O,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,P,do_P,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,Q,do_Q,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,R,get_R,"""[Phase3-method] returns int""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,S,get_S,"""[Phase3-method] returns int""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.b,n,T,do_T,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.b,n,ae,paint0,[Phase3-inferred] type=android.graphics.Paint,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.b,n,af,paint1,[Phase3-inferred] type=android.graphics.Paint,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.b,n,ag,intArray2,[Phase3-inferred] type=int[],suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.b,n,ah,java.lang.stringArray3,[Phase3-inferred] type=java.lang.String[],suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.b,n,aj,counter4,[Phase3-inferred] type=int,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.b,n,as,com.corrodinggames.rts.game.nArray9,[Phase3-inferred] type=com.corrodinggames.rts.game.n[],suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.b,n,au,counter11,[Phase3-inferred] type=int,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.b,n,av,counter12,[Phase3-inferred] type=int,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.c,b,isProcessing,Currently processing flag (boolean),b: field isProcessing -> Currently processing flag (boolean),suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,b,lastFrameTime,Last frame timestamp (long),b: field lastFrameTime -> Last frame timestamp (long),suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,c,deltaTime,Frame delta time (float),c: field deltaTime -> Frame delta time (float),suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,d,gameTimeAccum,Game time accumulator (float),d: field gameTimeAccum -> Game time accumulator (float),suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,e,frameTimeAccum,Frame time accumulator (float),e: field frameTimeAccum -> Frame time accumulator (float),suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,f,O,floatArray14,[Phase3-inferred] type=float[],suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,f,P,short15,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,f,Q,short16,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,f,R,short17,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,f,fixedTimeStep,Fixed time step (float),f: field fixedTimeStep -> Fixed time step (float),suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,A,flag0,[Phase3-inferred] type=boolean,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,D,value3,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,E,value4,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,F,value5,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,G,value6,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,H,value7,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,I,flag8,[Phase3-inferred] type=boolean,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,J,flag9,[Phase3-inferred] type=boolean,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,K,value10,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,L,flag11,[Phase3-inferred] type=boolean,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,M,flag12,[Phase3-inferred] type=boolean,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,N,flag13,[Phase3-inferred] type=boolean,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,O,value14,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,P,value15,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,Q,value16,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,R,value17,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,S,value18,[Phase3-inferred] type=float,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,T,flag19,[Phase3-inferred] type=boolean,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,g,frameCount,Frame counter (int),g: field frameCount -> Frame counter (int),suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.d,h,performanceTester,Performance test ref (ao),h: field performanceTester -> Performance test ref (ao),suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,am,A(com.corrodinggames.rts.game.units.am),find_A,"""[Phase3-method] returns java.lang.String""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,am,B(com.corrodinggames.rts.game.units.am),accept_B,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,am,J,get_J,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,am,N,get_N,"""[Phase3-method] returns java.util.ArrayList""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,am,O,do_O,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,am,P,get_P,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,am,Q,get_Q,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,am,V,get_V,"""[Phase3-method] returns int""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bA,counter0,[Phase3-inferred] type=int,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bB,counter1,[Phase3-inferred] type=int,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bC,counter2,[Phase3-inferred] type=int,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bF,hashMap5,[Phase3-inferred] type=java.util.HashMap,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bG,hashMap6,[Phase3-inferred] type=java.util.HashMap,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bH,hashMap7,[Phase3-inferred] type=java.util.HashMap,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bI,paint8,[Phase3-inferred] type=android.graphics.Paint,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bJ,paint9,[Phase3-inferred] type=android.graphics.Paint,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bK,lightingColorFilter10,[Phase3-inferred] type=android.graphics.LightingColorFilter,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bQ,am16,[Phase3-inferred] type=com.corrodinggames.rts.game.units.am,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,am,bR,am17,[Phase3-inferred] type=com.corrodinggames.rts.game.units.am,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,A,get_A,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,B,get_B,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,C,get_C,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,D,get_D,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,E,get_E,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,F,get_F,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,G,get_G,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,H,get_H,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,I,get_I,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,J(int),get_J,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.f,y,K(int),find_K,"""[Phase3-method] returns android.graphics.PointF""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,y,O,com.corrodinggames.rts.game.units.auArray8,[Phase3-inferred] type=com.corrodinggames.rts.game.units.au[],suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,y,R,am10,[Phase3-inferred] type=com.corrodinggames.rts.game.units.am,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f,y,Z,am18,[Phase3-inferred] type=com.corrodinggames.rts.game.units.am,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.f.a,h,d,textAlignment,Text alignment enum (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.f.a,h,e,maxLines,Maximum text lines (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.f.a,h,f,isBold,Bold flag (boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.f.a,h,g,isItalic,Italic flag (boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.f.a,h,h,textPadding,Padding value (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,O,floatArray14,[Phase3-inferred] type=float[],suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.k,f,P,short15,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.k,f,Q,short16,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.k,f,R,short17,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.k,f,g,cachedPathResult,Cached path result (short[]),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,h,cacheMap,Path cache HashMap,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,i,currentSearchId,Current search ID (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,j,movementCostGrid,Movement cost grid (byte[]),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,k,searchCount,Total search count (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,l,cacheHitCount,Cache hit count (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,o,pathFound,Path found flag (boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,p,pathNodeCount,Path node count (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,f,q,pathEngineRef,PathEngine reference (private final l),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,f,nextSearchId,Next available search ID (static int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,g,maxPathCost,Maximum path cost limit (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,j,costMultiplier,Path cost multiplier (protected Float),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,k,allowDiagonal,Allow diagonal movement (protected boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,n,currentTileX,Current processing tile X (protected short),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,o,nodePool,A* node pool (protected ao),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,p,pathFound,Path found flag (boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,q,expandedNodeCount,Expanded node count (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,t,hScore,Heuristic H score (float),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,u,reuseNodePool,Reuse node pool flag (boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,v,allowLandMovement,Allow land pathing (protected boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,w,allowWaterMovement,Allow water pathing (protected boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,x,openNodeQueue,Open node priority queue (protected LinkedList),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,y,blockedGrid,Blocked terrain grid (byte[]),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.k,h,z,movementCostGrid,Movement cost grid (byte[]),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.k,i,aG,do_aG,"""[Phase3-method] returns void""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.k,i,u,closedSetSize,Closed set size (static int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,f,O,floatArray14,[Phase3-inferred] type=float[],suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.m,f,P,short15,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.m,f,Q,short16,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.m,f,R,short17,[Phase3-inferred] type=short,suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.gameFramework.m,h,b,teamColorB,Team color variant B (static ae),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,h,c,teamColorC,Team color variant C (static ae),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,A,popTransformImpl,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Restore transform from stack,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,e,onFrameEnd,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Frame-end callback,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,f,endSoftwareRendering,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Commit pixel array to tempBitmap,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,g,flushAsyncTasks,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Process queued async render tasks,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,i,pushMatrix,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Save transformation matrix,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,j,popMatrix,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Restore transformation matrix,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,k,pushMatrixAlias,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Save matrix (alias for double push/pop),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,l,popMatrixAlias,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Restore matrix (alias for double push/pop),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,m,getRenderWidth,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Return current texture/screen width,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,n,getRenderHeight,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Return current texture/screen height,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,o,clearCanvas,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Clear display to transparent,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,p,flushBitmap,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Flush tempBitmap to hardware renderer,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,q,destroyGraphics,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Destroy Graphics context,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,r,getFallbackTexture,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Return OOM fallback texture,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,s,getScaleFactor,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Return render scale factor,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,t,bindActiveTexture,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Sync activeTexture binding with renderer,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,v,unbindProgram,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Bind GL program 0 (disable shaders),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,m,z,pushTransformImpl,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Save current transform onto stack,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,s,h,vertexShaderHandle,GL vertex shader handle (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,s,m,isCompiled,Shader compiled successfully (boolean),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,s,n,uniformCount,Active uniform count (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,s,o,attributeCount,Active attribute count (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,s,p,uniformArray,Uniform definitions array (af[]),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,s,q,tagObject,User tag object (Object),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.gameFramework.m,s,r,fragmentShaderHandle,GL fragment shader handle (int),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.gameFramework.m,x,A,get_A,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,B,get_B,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,C,get_C,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,D,get_D,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
